,Quantity/Units,Weight(Tons),Value(million SAR),Country Group,Commodity,Commodity Code
5589,0,0,374,European Union,"GLASS PARTS OF LAMPS, LIGHTING FIXTURES AND THE LIKE",94059100
5590,0,77,2308,Gulf Cooperation Council,"PARTS OF OTHER MATERIALS FOR LAMPS, LIGHTING FIXTURES",94059900
5591,0,385,1232,Other Arab League Countries,"PARTS OF OTHER MATERIALS FOR LAMPS, LIGHTING FIXTURES",94059900
5592,0,166,392,Islamic not Arabic countries,"PARTS OF OTHER MATERIALS FOR LAMPS, LIGHTING FIXTURES",94059900
5593,0,424,2712,"Asian not Arabic ,not Islamic","PARTS OF OTHER MATERIALS FOR LAMPS, LIGHTING FIXTURES",94059900
5594,0,103,654,Other Arab League Countries,"GREENHOUSES FOR CULTIVATION PURPOSES, PLASTIC",94060011
5595,0,141,947,Gulf Cooperation Council,"BUILDINGS FOR RESIDENCE OR SCHOOL, PLASTIC",94060014
5596,0,176,1028,Gulf Cooperation Council,OTHER PLASTIC PREFABRICATED BUILDINGS,94060019
5597,0,421,2359,Other Arab League Countries,OTHER PLASTIC PREFABRICATED BUILDINGS,94060019
5598,0,111,523,Gulf Cooperation Council,"BUILDINGS FOR RESIDENCE OR SCHOOL, WOOD",94060024
5599,0,308,1516,Gulf Cooperation Council,OTHER WOODEN PREFABRICATED BUILDINGS,94060029
5600,0,75,705,Other Arab League Countries,OTHER WOODEN PREFABRICATED BUILDINGS,94060029
5601,0,36,525,Other Arab League Countries,"GREENHOUSES FOR CULTIVATION PURPOSES, IRON",94060031
5602,0,144,385,Other Arab League Countries,"WAREHOUSES, IRON",94060033
5603,0,1090,6705,Islamic not Arabic countries,"WAREHOUSES, IRON",94060033
5604,0,2174,13506,Gulf Cooperation Council,"BUILDINGS FOR RESIDENCE OR SCHOOL, IRON",94060034
5605,0,339,2781,Other Arab League Countries,"BUILDINGS FOR RESIDENCE OR SCHOOL, IRON",94060034
5606,0,1791,9136,Islamic not Arabic countries,"BUILDINGS FOR RESIDENCE OR SCHOOL, IRON",94060034
5607,0,5302,31653,Gulf Cooperation Council,OTHER IRON PREFABRICATED BUILDINGS,94060039
5608,0,3217,20736,Other Arab League Countries,OTHER IRON PREFABRICATED BUILDINGS,94060039
5609,0,439,7426,Islamic not Arabic countries,OTHER IRON PREFABRICATED BUILDINGS,94060039
5610,0,40,554,"Asian not Arabic ,not Islamic",OTHER IRON PREFABRICATED BUILDINGS,94060039
5611,0,157,1629,European Union,OTHER IRON PREFABRICATED BUILDINGS,94060039
5612,0,4873,66542,Gulf Cooperation Council,OTHER ALUMINUM PREFABRICATED BUILDINGS,94060049
5613,0,107,459,Other Arab League Countries,OTHER ALUMINUM PREFABRICATED BUILDINGS,94060049
5614,0,12,1070,"Asian not Arabic ,not Islamic",OTHER ALUMINUM PREFABRICATED BUILDINGS,94060049
5615,0,72,644,Gulf Cooperation Council,OTHER FIBERGLASS PREFABRICATED BUILDINGS,94060059
5616,0,1231,3083,Islamic not Arabic countries,OTHER FIBERGLASS PREFABRICATED BUILDINGS,94060059
5617,0,14,374,Other Arab League Countries,Dolls,95030020
5618,0,317,3615,Gulf Cooperation Council,Other Children's Tricycles Or Dolls Or balloons,95030090
5619,0,392,1271,Other Arab League Countries,Other Children's Tricycles Or Dolls Or balloons,95030090
5620,0,3,702,Australia and Oceania,Other Children's Tricycles Or Dolls Or balloons,95030090
5621,0,211,462,"Asian not Arabic ,not Islamic","OTHER GAMES, COIN- OR DISC-OPERATED",95043000
5622,0,22,508,European Union,"OTHER GAMES, COIN- OR DISC-OPERATED",95043000
5623,0,281,58215,Gulf Cooperation Council,"VIDEO GAMES, USED WITH TV RECEIVER",95045000
5624,0,19,3682,European Union,"VIDEO GAMES, USED WITH TV RECEIVER",95045000
5625,0,56,1185,Gulf Cooperation Council,OTHER GAMES,95049000
5626,0,90,1126,Gulf Cooperation Council,"OTHER FESTIVAL, CARNIVAL OR ENTERTAINMENT ARTICLES",95059000
5627,0,35,597,Other Arab League Countries,OTHER WATER SPORT EQUIPMENT,95062900
5628,0,0,510,North America,GYMNASIUM OR ATHLETICS ARTICLES AND EQUIPMENT,95069100
5629,0,20,534,Gulf Cooperation Council,OTHER SPORTS EQUIPMENT,95069900
5630,0,117,1015,Gulf Cooperation Council,"OTHERS SPINNING SWINGS                         SGNIWS ,",95089090
5631,0,110,834,Other Arab League Countries,"OTHERS SPINNING SWINGS                         SGNIWS ,",95089090
5632,0,54,1105,Gulf Cooperation Council,TOOTH BRUSHES,96032100
5633,0,45,684,Other Arab League Countries,TOOTH BRUSHES,96032100
5634,0,56,789,Gulf Cooperation Council,OTHER BRUSHES FOR USE ON PEOPLE,96032990
5635,0,153,1573,Gulf Cooperation Council,OTHER BRUSHES AND THE LIKE,96039090
5636,0,39,2360,Gulf Cooperation Council,BALL POINT PENS,96081000
5637,0,0,515,European Union,BALL POINT PENS,96081000
5638,0,43,512,Gulf Cooperation Council,"PENCILS AND CRAYONS, WITH LEADS ENCASED IN RIGID SHEATH",96091000
5639,0,30,730,Gulf Cooperation Council,"OTHER PENCILS, CHALK, CRAYON AND THE LIKE",96099090
5640,0,27,536,Gulf Cooperation Council,"Narjilas,and parts",96140020
5641,0,313,5237,Gulf Cooperation Council,THERMOS BOTTLES USED FOR TEA OR COFFEE,96170010
5642,0,83,2046,Gulf Cooperation Council,OTHER VACUUM FLASKS AND VESSELS,96170090
5643,0,394,2841,Other Arab League Countries,OTHER VACUUM FLASKS AND VESSELS,96170090
5644,0,23315,430910,Gulf Cooperation Council,DIAPERS FOR CHILDREN,96190010
5645,0,39151,399964,Other Arab League Countries,DIAPERS FOR CHILDREN,96190010
5646,0,3541,48104,Islamic not Arabic countries,DIAPERS FOR CHILDREN,96190010
5647,0,341,3999,"Asian not Arabic ,not Islamic",DIAPERS FOR CHILDREN,96190010
5648,0,96,721,"African not Arabic,not Islamic",DIAPERS FOR CHILDREN,96190010
5649,0,30,536,European Union,DIAPERS FOR CHILDREN,96190010
5650,0,4941,45348,Gulf Cooperation Council,SANITARY TOWELS FOR WOMEN,96190020
5651,0,6082,32385,Other Arab League Countries,SANITARY TOWELS FOR WOMEN,96190020
5652,0,1824,20297,Gulf Cooperation Council,NAPKINS FOR PATIENTS AND CRIPPLES,96190030
5653,0,2599,23299,Other Arab League Countries,NAPKINS FOR PATIENTS AND CRIPPLES,96190030
5654,0,101,858,Islamic not Arabic countries,NAPKINS FOR PATIENTS AND CRIPPLES,96190030
5655,0,30,329,"Asian not Arabic ,not Islamic",NAPKINS FOR PATIENTS AND CRIPPLES,96190030
5656,0,82,698,"African not Arabic,not Islamic",NAPKINS FOR PATIENTS AND CRIPPLES,96190030
5657,0,62,743,Gulf Cooperation Council,THIN PADS OF PAPER FOR ABSORPTION OF SECRETIONS,96190040
5658,0,52,479,Other Arab League Countries,THIN PADS OF PAPER FOR ABSORPTION OF SECRETIONS,96190040
5659,0,84,1051,Gulf Cooperation Council,OTHER SANITARY PAPER ARTICLES,96190090
5660,0,327,1866,Other Arab League Countries,OTHER SANITARY PAPER ARTICLES,96190090
5661,0,19,17161,Gulf Cooperation Council,"PAINTINGS, DRAWINGS AND PASTELS BY HAND",97011000
5662,0,5,2884,European Union,"PAINTINGS, DRAWINGS AND PASTELS BY HAND",97011000
5663,0,1,27564,European Union,OTHER ANTIQUES OVER 100 YEARS OLD,97060090
5664,0,4473,15753,Gulf Cooperation Council,the personal effects and used household items brought into the co,98010000
5665,0,31671,52778,Other Arab League Countries,the personal effects and used household items brought into the co,98010000
5666,0,17569,43175,Islamic not Arabic countries,the personal effects and used household items brought into the co,98010000
5667,0,21137,35875,"Asian not Arabic ,not Islamic",the personal effects and used household items brought into the co,98010000
5668,0,4873,19824,"African not Arabic,not Islamic",the personal effects and used household items brought into the co,98010000
5669,0,162,1319,Australia and Oceania,the personal effects and used household items brought into the co,98010000
5670,0,1379,8601,North America,the personal effects and used household items brought into the co,98010000
5671,0,89,586,South America,the personal effects and used household items brought into the co,98010000
5672,0,1113,7397,European Union,the personal effects and used household items brought into the co,98010000
5673,0,116,227,Other Country Groups,RICE IN THE HUSK (PADDY OR ROUGH),10061000
5674,0,34,231,Other Country Groups,HUSKED (BROWN) RICE,10062000
5675,0,18,78,Other Country Groups,SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
5676,0,29,227,Other Country Groups,OTHER FLOUR,11029090
5677,0,18,24,Other Country Groups,MEAL OF MAIZE,11031320
5678,0,18,80,Other Country Groups,FLOUR OF OTHER DRIED LEGUMES,11061019
5679,0,38,515,Other Country Groups,"FLOUR, MEAL AND POWDER OF DATES",11063030
5680,0,76,146,Other Country Groups,MAIZE (CORN) STARCH,11081200
5681,0,87,418,Other Country Groups,GROUND NUTS IN SHELL,12024100
5682,0,9,86,Other Country Groups,SHELLED GROUND NUTS,12024200
5683,0,0,0,Other Country Groups,LUCERNE (ALFALFA) SEED,12092100
5684,0,107,497,Other Country Groups,BLACK CARAWAY (NIGELLA SATIVA),12119010
5685,0,76,609,Other Country Groups,"CHIPS AND PIECES OF ALOESWOOD, AND OTHER AROMATIC WOODS",12119030
5686,0,27,460,Other Country Groups,CLEANING STICKS FOR TEETH                           (3),12119070
5687,0,59,167,Other Country Groups,GUM RESINS,13019091
5688,0,30,450,Other Country Groups,TAHINAH (SESAME JUICE),13021930
5689,0,2,151,Other Country Groups,OTHER MEDICAL EXTRACTS,13021970
5690,0,41,459,Other Country Groups,OTHER PLAITING MATERIALS,14019090
5691,0,119,614,Other Country Groups,Henna for dyeing or tanning,14049020
5692,0,45,321,Other Country Groups,OTHER VEGETABLE PRODUCTS NOT ELSEWHERE CLASSIFIED,14049090
5693,0,48,157,Other Country Groups,OTHER SOYA-BEAN OIL,15079000
5694,0,83,420,Other Country Groups,VIRGIN OLIVE OIL,15091000
5695,0,115,515,Other Country Groups,OTHER OLIVE OIL,15099000
5696,0,17,84,Other Country Groups,OTHER PALM OIL,15119000
5697,0,24,100,Other Country Groups,OTHER SUNFLOWER SEED OR SAFFLOWER OIL,15121900
5698,0,22,145,Other Country Groups,OTHER COTTONSEED OIL,15122900
5699,0,0,1,Other Country Groups,OTHER COCONUT OIL,15131900
5700,0,0,0,Other Country Groups,OTHER LINSEED OIL,15151900
5701,0,67,254,Other Country Groups,OTHER CORN OIL,15152900
5702,0,98,614,Other Country Groups,OTHER FIXED VEGETABLE OILS,15159000
5703,0,0,0,Other Country Groups,"ANIMAL FATS AND OILS, HYDROGENATED, ETC.",15161000
5704,0,1987,834,Europe not European Union,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
5705,0,36,116,Other Country Groups,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
5706,0,224,96,Other Country Groups,MARGARINE OF VEGETABLE ORIGIN,15171020
5707,0,31,501,Diffrent Country Groups,OTHER MARGARINE,15171090
5708,0,4,9,Other Country Groups,"ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180020
5709,0,55,75,Other Country Groups,RESIDUES FROM THE TREATMENT OF FATTY SUBSTANCES,15220020
5710,0,41,147,Other Country Groups,OTHER PREPARED MEAT( CHICKENS),16023900
5711,0,26,308,Other Country Groups,PASTRAMI FOR BOVINE,16025010
5712,0,18,163,Other Country Groups,OTHER BOVINE CANNED MEATS,16025090
5713,0,6,130,Other Country Groups,FOODSTUFF PREPARATIONS MORE THAN 20% MEAT,16029010
5714,0,0,0,Other Country Groups,OTHER PREPARED OR PRESERVED MEATS,16029090
5715,0,2,9,Other Country Groups,"TUNAS, PRESERVED",16041400
5716,0,5,39,Other Country Groups,"OTHER WHOLE FISH, PRESERVED",16041900
5717,0,0,0,Other Country Groups,OTHER BEET SUGAR,17011290
5718,0,2,24,Other Country Groups,OTHER CANE SUGAR,17011390
5719,0,12,228,Other Country Groups,SUGAR CONTAINING ADDED FLAVORING OR COLORING,17019100
5720,0,16,63,Other Country Groups,REFINED SUGAR CRYSTALS,17019911
5721,0,1,19,Other Country Groups,REFINED SUGAR MOULDS,17019912
5722,0,99,236,Other Country Groups,CASTOR SUGAR,17019913
5723,0,13,210,Other Country Groups,OTHER OF LACTOSE AND LACTOSE LIQUID.,17021900
5724,0,0,0,Other Country Groups,"GLUCOSE AND GLUCOSE SYRUP, NOT 20% FRUCTOSE",17023000
5725,0,87,446,Other Country Groups,ARTIFICIAL HONEY,17029070
5726,0,16,37,Other Country Groups,OTHER SUGARS,17029090
5727,0,31,198,Other Country Groups,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
5728,0,109,496,Other Country Groups,"SWEETMEATS, DROPS AND BONBONS",17049010
5729,0,0,0,Other Country Groups,"TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
5730,0,47,393,Other Country Groups,HALAWA TAHINIAH,17049060
5731,0,14,97,Other Country Groups,OTHER SUGAR CONFECTIONERY,17049090
5732,0,6,220,Other Country Groups,"COCOA POWDER, NOT CONTAINING ADDED SWEETENERS",18050000
5733,0,26,201,Other Country Groups,OTHER SWEETENED COCOA POWDER,18061090
5734,0,2,157,Other Country Groups,CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
5735,0,4,58,Other Country Groups,OTHER BULK COCOA PRODUCTS,18062090
5736,0,2,20,Other Country Groups,OTHERS KAKAOA,18063190
5737,0,14,49,Other Country Groups,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
5738,0,0,0,Other Country Groups,OTHER NON-BULK COCOA PRODUCTS,18069090
5739,0,110,184,Other Country Groups,OTHER BABY FOOD,19011090
5740,0,34,292,Other Country Groups,"CEREAL AND FLOUR MIXES WITH FRUIT FLOUR, COCOA POWDER",19012010
5741,0,56,374,Other Country Groups,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
5742,0,0,12,Other Country Groups,OTHER CEREAL AND FLOUR MIXES,19012090
5743,0,4,11,Other Country Groups,OTHER STARCH OR MALT EXTRACTS,19019090
5744,0,604,2501,Europe not European Union,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
5745,0,7,20,Other Country Groups,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
5746,0,1,1,Other Country Groups,"EDIBLE PASTAS, FROZEN WITH EGGS",19021120
5747,0,24,273,Other Country Groups,"CHIPS OF POTATO FLOUR, MACRONI-SHAPED WITH EGGS",19021130
5748,0,8,34,Other Country Groups,OTHER UNCOOKED PASTA WITH EGGS,19021190
5749,0,51,312,Other Country Groups,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
5750,0,26,217,Other Country Groups,"EDIBLE PASTAS, FROZEN WITHOUT EGGS",19021920
5751,0,89,294,Other Country Groups,"CHIPS OF POTATO FLOUR, MACRONI-SHAPED WITHOUT EGGS",19021930
5752,0,23,181,Other Country Groups,OTHER UNCOOKED PASTA WITHOUT EGGS,19021990
5753,0,6,67,Other Country Groups,OTHER STUFFED PASTA,19022090
5754,0,5,16,Other Country Groups,OTHER PASTA,19023000
5755,0,12,13,Other Country Groups,OTHER ROASTED OR SWELLED CEREALS,19041099
5756,0,160,194,Other Country Groups,OTHER CEREALS,19043090
5757,0,22,115,Other Country Groups,SWEAT BISCUITS,19053100
5758,0,16,49,Other Country Groups,HOLLOW SQUARED PASTRY ) WAFERS (,19053200
5759,0,8,77,Other Country Groups,RUSKS,19054010
5760,0,20,104,Other Country Groups,PASTRY (EXCEPT WAFFLES AND WAFERS) INCLUDING PIZZAS,19059030
5761,0,45,386,Other Country Groups,"EASTERN SWEETMEATS (KUNAFAH, BAKLAWAH AND THE LIKE)",19059040
5762,0,70,342,Other Country Groups,"CAKE, GATEAU AND THE LIKE",19059050
5763,0,22,269,Other Country Groups,"CRISPS (AS POP CORN, CHIPS AND THE LIKE)",19059080
5764,0,76,389,Other Country Groups,"ORDINARY BISCUITS, WHETHER OR NOT SALTED",19059093
5765,0,32,310,Other Country Groups,OTHER BAKERS  WARES,19059099
5766,0,42,190,Other Country Groups,OTHER PRESERVED VEGETABLES,20019019
5767,0,38,146,Other Country Groups,TOMATO PASTE,20029010
5768,0,9,47,Other Country Groups,"OTHER TOMATOES, NOT VINEGAR-PRESERVED",20029090
5769,0,2,39,Other Country Groups,"POTATOES, FROZEN",20041000
5770,0,27,72,Other Country Groups,"PEAS, FROZEN",20049020
5771,0,78,252,Other Country Groups,"HARICOT BEANS, FROZEN",20049030
5772,0,0,1,Other Country Groups,"POTATOES, NOT FROZEN",20052000
5773,0,22,61,Other Country Groups,"PEAS, NOT FROZEN",20054000
5774,0,23,65,Other Country Groups,"SWEET CORN, NOT FROZEN",20058000
5775,0,207,439,Other Country Groups,Cooked beans,20059911
5776,0,8,33,Other Country Groups,Cooked chick peas with sesame oil,20059912
5777,0,35,193,Other Country Groups,Vegetables and legumes with sauce,20059913
5778,0,43,267,Other Country Groups,Other Vegetables Prepared From The Latest Materials And Designed,20059919
5779,0,43,40,Other Country Groups,Grape leaves,20059997
5780,0,0,0,Other Country Groups,STRAWBERRY JAMS AND JELLIES,20079916
5781,0,18,158,Other Country Groups,OTHER JAMS AND JELLIES,20079919
5782,0,56,213,Other Country Groups,OTHER FRUIT AND NUT PASTES,20079990
5783,0,84,508,Other Country Groups,"ROASTED GROUND NUTS, WHETHER OR NOT SALTED",20081110
5784,0,21,149,Other Country Groups,PEANUT BUTTER,20081120
5785,0,40,272,Other Country Groups,ALMONDS,20081911
5786,0,0,2,Other Country Groups,PISTACHIOS,20081912
5787,0,2,72,Other Country Groups,HAZEL NUTS,20081913
5788,0,24,282,Other Country Groups,"OTHER ROASTED NUTS, WHETHER OR NOT SALTED",20081919
5789,0,26,152,Other Country Groups,MIXED NUTS,20081920
5790,0,31,62,Other Country Groups,OTHER ORANGE JUICE,20091900
5791,0,0,0,Other Country Groups,OTHER GRAPFRUIT JUICE BRIX VALUE NOT EXCEED 20,20092900
5792,0,8,84,Other Country Groups,LEMON JUICE,20093110
5793,0,366,496,Other Country Groups,OTHER CITRUS JUICE,20093900
5794,0,127,451,Other Country Groups,OTHER PINEAPPLE JUICE,20094900
5795,0,102,229,Other Country Groups,OTHER GRAPE JUICE,20096900
5796,0,81,144,Other Country Groups,OTHER APPLE JUICE,20097900
5797,0,42,103,Other Country Groups,DATE MOLASSES,20098910
5798,0,17,45,Other Country Groups,UNCONCENTRATED MANGO JUICE,20098921
5799,0,141,403,Other Country Groups,OTHER MANGO JUICE,20098929
5800,0,27,71,Other Country Groups,CONCENTRATED GUAVA JUICE,20098931
5801,0,55,120,Other Country Groups,OTHER GUAVA JUICE,20098939
5802,0,8,26,Other Country Groups,OTHER SINGLE FRUIT JUICE,20098990
5803,0,74,137,Other Country Groups,MIXURES OF JUICES NOT CONCENTRATED,20099010
5804,0,132,240,Other Country Groups,OTHER MIXURES OF JUICES.,20099090
5805,0,12,81,Other Country Groups,"NESCAFE, YUBAN, MAXWELL, ETC.",21011210
5806,0,13,112,Other Country Groups,OTHER FROM COFFEE,21011290
5807,0,28,156,Other Country Groups,OTHER TEA OR MATE PREPARATIONS,21012090
5808,0,0,3,Other Country Groups,BAKING POWDER,21023010
5809,0,13,81,Other Country Groups,OTHER PREPARED BAKING POWDERS,21023090
5810,0,170,499,Other Country Groups,TOMATO KETCHUP AND OTHER TOMATO SAUCES,21032000
5811,0,1,7,Other Country Groups,MAYONNAISE,21039010
5812,0,30,104,Other Country Groups,CHILI SAUCE,21039020
5813,0,45,205,Other Country Groups,OTHER SAUCES,21039090
5814,0,9,42,Other Country Groups,SOUPS AND BROTHS AND PREPARATIONS THEREOF,21041000
5815,0,10,35,Other Country Groups,HOMOGENIZED COMPOSITE FOOD PREPARATIONS,21042000
5816,0,76,123,Other Country Groups,ICE CREAM AND OTHER EDIBLE ICE,21050000
5817,0,43,229,Other Country Groups,PROTEIN CONCENTRATES AND TEXTURED PROTEIN,21061000
5818,0,30,264,Other Country Groups,POWDERS FOR MAKING TABLE CREAM,21069010
5819,0,1,6,Other Country Groups,POWDERS FOR MAKING TABLE JELLY,21069020
5820,0,3,3,Other Country Groups,POWDERS FOR MAKING ICE CREAM,21069030
5821,0,6,20,Other Country Groups,PREPARATIONS FOR MAKING LEMONADE OR OTHER SOFT DRINKS,21069092
5822,0,20,292,Other Country Groups,"PREPARATIONS, OFTEN REFERRED TO AS FOOD ADDITIVES",21069093
5823,0,8,46,Other Country Groups,OTHER FOOD PREPARATIONS,21069099
5824,0,20,75,Other Country Groups,"MINERAL WATERS, FLAVORED OR SWEETENED",22021010
5825,0,51,95,Other Country Groups,LEMONADE  (PU7),22021021
5826,0,15,41,Other Country Groups,ORANGE DRINK                         (3) (ADNIRIM;EKIL),22021022
5827,0,51,178,Other Country Groups,Other of Cola Drink,22021029
5828,0,117,285,Other Country Groups,OTHER FLAVORED WATERS,22021090
5829,0,60,126,Other Country Groups,"BEVERAGES NON GASEUS , SUGURED FRUIT FLAVORED",22029060
5830,0,166,541,Other Country Groups,"NON ALCOHOLIC BEER, TRANSFORMED ITEM FROM 22030020",22029070
5831,0,44,105,Other Country Groups,OTHER FLAVORED NON-ALCOHOLIC DRINKS,22029090
5832,0,73,219,Other Country Groups,VINEGAR,22090010
5833,0,0,0,Other Country Groups,"OIL-CAKE AND OTHER SOLID RESIDUES, FROM GROUND-NUT OIL",23050000
5834,0,54,279,Other Country Groups,FISH AND ORNAMENTAL BIRD FOOD,23099010
5835,0,91,131,Other Country Groups,POULTRY FOOD,23099020
5836,0,184,38,Other Country Groups,OTHER ANIMAL FEEDS,23099090
5837,0,8,39,Other Country Groups,JIRAK,24039940
5838,0,4,2,Other Country Groups,COMMON SALT (TABLE SALT),25010010
5839,0,39,60,Other Country Groups,DENATURED SALT UNFIT FOR HUMAN CONSUMPTION,25010020
5840,0,131,152,Other Country Groups,OTHER SALTS OR SEA WATER,25010090
5841,0,20,27,Other Country Groups,"SULPHUR EXCEPT SUBLIMED, PRECIPITATED OR COLLOIDAL",25030000
5842,0,247,202,Other Country Groups,SILICA SANDS AND QUARTZ SANDS,25051000
5843,0,396,236,Other Country Groups,OTHER NATURAL SANDS,25059000
5844,0,3,5,Other Country Groups,OTHER KAOLIN CLAYS,25070090
5845,0,45,138,Other Country Groups,EMERY,25132010
5846,0,0,11,Other Country Groups,MARBLE GRANULES AND STONES,25174100
5847,0,406,273,Other Country Groups,GYPSUM,25201010
5848,0,412,156,Other Country Groups,OTHER PLASTERS,25202090
5849,0,0,0,Other Country Groups,LIMESTONE FLUX; LIMESTONE AND SIMILAR STONE,25210000
5850,0,208,67,Other Country Groups,QUICKLIME,25221000
5851,0,45,5,Other Country Groups,FELSPAR,25291000
5852,0,0,0,Other Country Groups,COPPER ORES AND CONCENTRATES,26030000
5853,0,100,38,Other Country Groups,RESIDUES CONTAINING MAINLY ALUMINIUM,26204000
5854,0,10,43,Other Country Groups,OTHER ASHES AND REMAINS FROM BURNING THE GARBAGE,26219000
5855,0,0,0,Other Country Groups,OTHER AROMATIC HYDROCARBON MIXTURES,27075000
5856,0,83943,232128,Europe not European Union,CRUDE PETROLEUM OILS,27090000
5857,0,0,0,Other Country Groups,CRUDE PETROLEUM OILS,27090000
5858,0,40019,90893,Europe not European Union,JET AIRPLANE FUEL,27101122
