,Quantity/Units,Weights (Tons),Value(1000 SAR),Country Name,Country Code,Description,Commodity Code,value in Millions
5986,0,441,5164,BAHRAIN,116,DISINFECTANT SOAP,34011150,5.164
5987,0,2249,52613,UNITED ARAB EMIRATES,120,DISINFECTANT SOAP,34011150,52.613
5988,0,240,2088,INDIA,131,DISINFECTANT SOAP,34011150,2.088
5989,0,624,8627,CHINA,142,DISINFECTANT SOAP,34011150,8.627
5990,0,296,10120,SOUTH KOREA,147,DISINFECTANT SOAP,34011150,10.12
5991,0,135,1603,UNITED KINGDOM,521,DISINFECTANT SOAP,34011150,1.603
5992,0,145,2010,TURKEY,525,DISINFECTANT SOAP,34011150,2.01
5993,0,38,1866,POLAND,533,DISINFECTANT SOAP,34011150,1.866
5994,0,762,6921,Other Countries,997,DISINFECTANT SOAP,34011150,6.921
5995,0,261,1586,CHINA,142,"PAPER, WADDING, FELT AND NONWOVENS, WITH TOILET SOAP",34011170,1.586
5996,0,425,1806,TAIWAN,143,"PAPER, WADDING, FELT AND NONWOVENS, WITH TOILET SOAP",34011170,1.806
5997,0,857,3177,EGYPT,214,"PAPER, WADDING, FELT AND NONWOVENS, WITH TOILET SOAP",34011170,3.177
5998,0,1242,11439,GERMANY,517,"PAPER, WADDING, FELT AND NONWOVENS, WITH TOILET SOAP",34011170,11.439
5999,0,468,7319,UNITED KINGDOM,521,"PAPER, WADDING, FELT AND NONWOVENS, WITH TOILET SOAP",34011170,7.319
6000,0,1294,4173,TURKEY,525,"PAPER, WADDING, FELT AND NONWOVENS, WITH TOILET SOAP",34011170,4.173
6001,0,280,4325,Other Countries,997,"PAPER, WADDING, FELT AND NONWOVENS, WITH TOILET SOAP",34011170,4.325
6002,0,62,3489,LEBANON,111,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180,3.489
6003,0,338,2145,SULTANATE OF OMAN,119,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180,2.145
6004,0,7744,133160,UNITED ARAB EMIRATES,120,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180,133.16
6005,0,1485,16113,INDIA,131,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180,16.113
6006,0,211,2081,CHINA,142,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180,2.081
6007,0,518,2876,PHILIPPINES,150,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180,2.876
6008,0,1992,9171,INDONESIA,152,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180,9.171
6009,0,1368,9498,EGYPT,214,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180,9.498
6010,0,774,6717,GERMANY,517,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180,6.717
6011,0,69,2015,UNITED KINGDOM,521,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180,2.015
6012,0,412,1613,TURKEY,525,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180,1.613
6013,0,434,4719,Other Countries,997,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180,4.719
6014,0,188,2854,LEBANON,111,OTHER SAOP,34011190,2.854
6015,0,71,2635,KUWAIT,113,OTHER SAOP,34011190,2.635
6016,0,566,5865,UNITED ARAB EMIRATES,120,OTHER SAOP,34011190,5.865
6017,0,887,8219,INDIA,131,OTHER SAOP,34011190,8.219
6018,0,69,1139,THAILAND,134,OTHER SAOP,34011190,1.139
